ID,Job_Title,Salary_Estimate,Rating,Company_Name,States,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Lower_Salary,Upper_Salary,Avg_SalaryK,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
570,Senior Data Engineer,$78K-$147K ,4.3,Genesys,NC,"Durham, NC","Daly City, CA",5001 - 10000,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Avaya, Five9, Salesforce",0,0,78,147,112.5,31,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,data engineer,sr,na
571,Data Modeler (Analytical Systems),$66K-$117K ,3.6,MassMutual,MA,"Boston, MA","Springfield, MA",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,0,0,66,117,91.5,170,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data modeler,na,na
572,Data Modeler - Data Solutions Engineer,$37K-$66K ,3.3,Liberty Mutual Insurance,IN,"Indianapolis, IN","Boston, MA",10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,37,66,51.5,109,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,data modeler,na,M
573,Data Scientist in Translational Medicine,$86K-$143K ,3.8,Novartis,MA,"Cambridge, MA","Basel, Switzerland",10000+,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,86,143,114.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
574,Data Scientist,$84K-$146K ,4.3,USEReady,NY,"New York, NY","New York, NY",201 - 500,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Unknown,0,0,84,146,115,10,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,na,na
575,Product Manager/Data Evangelist,$50K-$98K ,3.2,"Numeric, LLC",PA,"Phila, PA","Chadds Ford, PA",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Unknown,0,0,50,98,74,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data scientist project manager,na,M
576,Associate Environmental Scientist - Wildlife Biologist,$38K-$64K ,4.7,QK,CA,"Clovis, CA","Visalia, CA",51 - 200,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),Unknown,0,0,38,64,51,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
577,Sr Data Engineer (Sr BI Developer),$90K-$110K,3.4,Tivity Health,AZ,"Chandler, AZ","Franklin, TN",501 - 1000,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Unknown,0,0,90,110,100,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,na
578,"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",$92K-$150K ,3.8,Novartis,MA,"Cambridge, MA","Basel, Switzerland",10000+,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,92,150,121,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na
579,Senior Data Analyst/Scientist,$90K-$153K ,4.5,Demandbase,CA,"San Francisco, CA","San Francisco, CA",201 - 500,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",0,0,90,153,121.5,15,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,na
580,"Associate, Data Science, Internal Audit",$43K-$82K ,3.1,Santander,MA,"Boston, MA","Madrid, Spain",10000+,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),Unknown,0,0,43,82,62.5,165,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
581,"Scientist – Cancer Discovery, Molecular Assay",$100K-$135K,-1,Monte Rosa Therapeutic,MA,"Cambridge, MA",-1,unknown,-1,Other Organization,-1,-1,Unknown / Non-Applicable,Unknown,0,1,100,135,117.5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
582,Senior LiDAR Data Scientist,$93K-$151K ,3.9,Luminar Technologies,FL,"Orlando, FL","Orlando, FL",201 - 500,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,0,0,93,151,122,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
583,Data Engineer,$61K-$109K ,4.4,BRMi,VA,"Chantilly, VA","Washington, DC",51 - 200,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,0,0,61,109,85,17,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
584,Data Engineer,$42K-$79K ,3.4,IntraEdge,AZ,"Scottsdale, AZ","Chandler, AZ",501 - 1000,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Unknown,0,0,42,79,60.5,19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,data engineer,na,na
585,Lead Data Scientist,$139K-$221K ,3.9,Zest AI,CA,"Burbank, CA","Burbank, CA",51 - 200,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),Unknown,0,0,139,221,180,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
586,"Technology-Minded, Data Professional Opportunities",$40K-$101K ,4.7,Veterans United Home Loans,MO,"Columbia, MO","Columbia, MO",1001 - 5000,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,Unknown,0,0,40,101,70.5,19,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,na,na,na
587,Big Data Engineer,$84K-$153K ,3.3,Peraton,VA,"Chantilly, VA","Herndon, VA",1001 - 5000,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),Unknown,0,0,84,153,118.5,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
588,Salesforce Analytics Consultant,$52K-$81K ,3.9,"Emtec, Inc.",IL,"Chicago, IL","Jacksonville, FL",501 - 1000,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Unknown,0,0,52,81,66.5,26,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,data analitics,na,M
589,Managing Data Scientist/ML Engineer,$81K-$134K ,3.4,PA Consulting,MA,"Boston, MA","London, United Kingdom",1001 - 5000,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",0,0,81,134,107.5,78,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,data scientist,na,na
590,Senior Data Engineer,$97K-$180K ,4.7,Praetorian,TX,"Austin, TX","Austin, TX",51 - 200,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),Unknown,0,0,97,180,138.5,11,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data engineer,sr,na
591,Staff Scientist- Upstream PD,$49K-$113K ,2.7,Advanced BioScience Laboratories,MD,"Rockville, MD","Rockville, MD",201 - 500,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Unknown,0,0,49,113,81,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
592,Data Engineering Analyst,$44K-$73K ,3.8,COUNTRY Financial,IL,"Bloomington, IL","Bloomington, IL",1001 - 5000,1925,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),"Northwestern Mutual, American Family Insurance, MetLife",0,0,44,73,58.5,96,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,M
593,Sr. Data Engineer,$75K-$140K ,3.4,Echo Global Logistics,IL,"Chicago, IL","Chicago, IL",1001 - 5000,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140,107.5,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
594,"Scientist, Pharmacometrics",$84K-$157K ,3.8,Agios Pharmaceuticals,MA,"Cambridge, MA","Cambridge, MA",501 - 1000,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),Unknown,0,0,84,157,120.5,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
595,Manager of Data Science,$40K-$87K ,3.9,Tapjoy,CA,"San Francisco, CA","San Francisco, CA",201 - 500,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,40,87,63.5,14,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,data scientist,na,na
596,Scientist Manufacturing Pharma - Kentucky BioProcessing,$68K-$139K ,3.1,Reynolds American,KY,"Owensboro, KY","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Unknown,0,0,68,139,103.5,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
597,Software Engineer (Data Scientist/Software Engineer) - SISW - MG,$72K-$142K ,4.1,Mentor Graphics,CA,"Fremont, CA","Wilsonville, OR",5001 - 10000,1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cadence Design Systems, Synopsys, Altium Limited",0,0,72,142,107,40,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,data scientist,na,na
598,Data Engineer,$74K-$137K ,3.7,Maxar Technologies,VA,"Springfield, VA","Westminster, CO",5001 - 10000,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),Unknown,0,0,74,137,105.5,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
599,Data Engineer,$57K-$109K ,2.8,ICW Group,CA,"San Diego, CA","San Diego, CA",501 - 1000,1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers",0,0,57,109,83,49,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,data engineer,na,na
600,Lead Big Data Engineer,$121K-$203K ,4,Glassdoor,CA,"San Francisco, CA","Mill Valley, CA",1001 - 5000,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",0,0,121,203,162,14,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,na
601,Product Engineer – Spatial Data Science and Statistical Analysis,$52K-$85K ,3.5,Esri,CA,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,52,85,68.5,52,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,na,M
602,Sr Software Engineer (Data Scientist),$81K-$140K ,3.4,Assurant,OH,"Westlake, OH","New York, NY",10000+,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",0,0,81,140,110.5,43,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,na
603,Sr. Data Engineer (ETL Developer),$83K-$148K ,3.7,F&G,IA,"Des Moines, IA","Des Moines, IA",201 - 500,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),Unknown,0,0,83,148,115.5,-1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,sr,na
604,Associate Research Scientist I (Protein Expression and Production),$59K-$116K ,3,Exelixis,CA,"Alameda, CA","Alameda, CA",501 - 1000,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",0,0,59,116,87.5,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
605,Senior Data Scientist Artificial Intelligence,$60K-$101K ,3.8,PNNL,WA,"Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,60,101,80.5,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M
606,Analytics - Business Assurance Data Analyst,$31K-$55K ,4.6,GreatAmerica Financial Services,IA,"Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),Unknown,0,0,31,55,43,29,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,na
607,"Associate Director/Director, Safety Scientist",$102K-$178K ,4.4,Acceleron Pharma,MA,"Cambridge, MA","Cambridge, MA",201 - 500,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Unknown,0,0,102,178,140,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,director,na,P
608,"Director, Precision Medicine Clinical Biomarker Scientist",$136K-$208K ,4,Pfizer,MA,"Cambridge, MA","New York, NY",10000+,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,136,208,172,172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,director,na,P
609,"Senior Scientist, Cell Pharmacology/Assay Development",$110K-$130K,-1,Kronos Bi,MA,"Cambridge, MA","San Mateo, CA",unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Unknown,0,1,110,130,120,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
610,Data Analyst Senior,$48K-$85K ,3,AmeriHealth Caritas,PA,"Philadelphia, PA","Philadelphia, PA",5001 - 10000,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,0,48,85,66.5,38,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,analyst,sr,M
611,Senior Formulations Scientist II,$71K-$129K ,3,Exelixis,CA,"Alameda, CA","Alameda, CA",501 - 1000,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",0,0,71,129,100,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
612,Lead Data Engineer (Python),$66K-$123K ,4.7,Strategic Employment Partners,CA,"San Francisco, CA","Los Angeles, CA",51 - 200,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Unknown,0,0,66,123,94.5,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
613,Data Science Manager,$171K-$272K ,4.2,Grand Rounds,CA,"San Francisco, CA","San Francisco, CA",501 - 1000,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Unknown,0,0,171,272,221.5,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
614,Senior Data Scientist 4 Artificial Intelligence,$92K-$146K ,3.8,PNNL,WA,"Seattle, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,92,146,119,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M
615,Data Engineer,$65K-$126K ,3.5,"SPINS, LLC",IL,"Chicago, IL","Chicago, IL",201 - 500,1995,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Unknown,0,0,65,126,95.5,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
616,"Director II, Data Science - GRS Predictive Analytics",$150K-$239K ,3.3,Liberty Mutual Insurance,IL,"Chicago, IL","Boston, MA",10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,150,239,194.5,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,P
617,Medical Lab Scientist - MLT,$21-$29 Per Hour,3.2,Catholic Health Initiatives,NE,"Omaha, NE","Englewood, CO",10000+,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",1,0,43,60,51.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
618,"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour,2.7,FLEETCOR,TN,"Nashville, TN","Peachtree Corners, GA",5001 - 10000,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),Unknown,1,0,20,35,27.5,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
619,Senior Quantitative Analyst,$118K-$228K ,3.3,DTCC,NJ,"Jersey City, NJ","New York, NY",1001 - 5000,1973,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),Unknown,0,0,118,228,173,48,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,na
620,Geospatial Software Developer and Data Scientist,$82K-$129K,3.7,Applied Research Laboratories,TX,"Austin, TX","Austin, TX",501 - 1000,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Unknown,0,0,82,129,105.5,-1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,na,na
621,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K ,3.9,Southwest Research Institute,TX,"San Antonio, TX","San Antonio, TX",1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,52,91,71.5,74,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,na
622,Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K ,3.1,Reynolds American,NC,"Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Unknown,0,0,47,101,74,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
623,Systems Engineer II - Data Analyst,$49K-$76K ,3.7,Raytheon,AL,"Huntsville, AL","Waltham, MA",10000+,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Unknown,0,0,49,76,62.5,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
624,Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K ,4.3,RTI International,NC,"Durham, NC","Research Triangle Park, NC",1001 - 5000,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",0,0,43,88,65.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
625,Data Scientist,$61K-$109K ,3.8,DICK'S Sporting Goods - Corporate,PA,"Coraopolis, PA","Coraopolis, PA",10000+,1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",0,0,61,109,85,73,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,data scientist,na,M
626,Principal Data Scientist,$113K-$182K ,3.9,AstraZeneca,MD,"Gaithersburg, MD","Cambridge, United Kingdom",10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,113,182,147.5,108,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P
627,Director Data Science,$124K-$199K ,3.6,TRANZACT,NJ,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Unknown,0,0,124,199,161.5,32,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,na,na
628,Data Engineer,$58K-$104K ,3.7,Carilion Clinic,VA,"Roanoke, VA","Roanoke, VA",10000+,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),Unknown,0,0,58,104,81,122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
629,Sr Data Analyst - IT,$52K-$93K ,2.1,United BioSource,PA,"Blue Bell, PA","Blue Bell, PA",1001 - 5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",0,0,52,93,72.5,18,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
630,Senior Data Engineer,$97K-$181K ,3.9,Figure Eight,CA,"San Francisco, CA","San Francisco, CA",51 - 200,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),Unknown,0,0,97,181,139,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
631,Senior Data Engineer,$100K-$173K ,3.9,Tapjoy,CA,"San Francisco, CA","San Francisco, CA",201 - 500,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,100,173,136.5,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
632,Sr. Data Analyst,$58K-$108K ,3.2,DoubleVerify,NY,"New York, NY","New York, NY",201 - 500,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Unknown,0,0,58,108,83,13,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,na
633,Research Scientist or Senior Research Scientist - Computer Vision,$81K-$161K ,4.6,Mitsubishi Electric Research Labs,MA,"Cambridge, MA","Cambridge, MA",51 - 200,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",0,0,81,161,121,30,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,other scientist,sr,P
634,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K ,3.8,Fareportal,NY,"New York, NY","New York, NY",1001 - 5000,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,53,96,74.5,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
635,Data Analyst Chemist - Quality System Contractor,$61K-$110K ,2.2,"Rodan and Fields, LLC",CA,"San Francisco, CA","San Francisco, CA",501 - 1000,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,Unknown,0,0,61,110,85.5,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
636,Senior Scientist - Biostatistician,$65K-$96K ,3.1,Reynolds American,NC,"Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Unknown,0,0,65,96,80.5,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
637,Research Scientist / Principal Research Scientist - Multiphysical Systems,$115K-$220K ,4.6,Mitsubishi Electric Research Labs,MA,"Cambridge, MA","Cambridge, MA",51 - 200,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",0,0,115,220,167.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
638,"Research Scientist, Machine Learning Department",$71K-$144K ,2.6,Software Engineering Institute,PA,"Pittsburgh, PA","Pittsburgh, PA",501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Unknown,0,0,71,144,107.5,37,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,machine learning engineer,na,P
639,Foundational Community Supports Data Analyst,$32K-$57K ,3.4,DESC,WA,"Seattle, WA","Seattle, WA",501 - 1000,1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),Unknown,0,0,32,57,44.5,42,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
640,"Senior Health Data Analyst, Star Ratings",$79K-$136K ,3.3,Johns Hopkins Health Care,MD,"Glen Burnie, MD","Baltimore, MD",1001 - 5000,1889,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"MedStar Health, University of Maryland Medical Center, LifeBridge Health",0,0,79,136,107.5,132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M
641,"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",$120K-$145K,-1,Kronos Bi,MA,"Cambridge, MA","San Mateo, CA",unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Unknown,0,1,120,145,132.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
642,Sr. Data Analyst,$50K-$89K ,3.7,Community Behavioral Health,PA,"Philadelphia, PA","Phila, PA",201 - 500,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Unknown,0,0,50,89,69.5,27,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,na
643,"Senior Engineer, Data Management Engineering",$68K-$129K ,3.5,Western Digital,CA,"Milpitas, CA","San Jose, CA",10000+,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",0,0,68,129,98.5,51,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,na,sr,na
644,Quality Control Scientist III- Analytical Development,$48K-$113K ,2.7,Advanced BioScience Laboratories,MD,"Rockville, MD","Rockville, MD",201 - 500,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Unknown,0,0,48,113,80.5,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
645,"Clinical Scientist, Clinical Development",$27-$47 Per Hour,3.8,FORMA THERAPEUTICS,MA,"Watertown, MA","Watertown, MA",51 - 200,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),Unknown,1,0,56,97,76.5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
646,Software Engineer Staff Scientist: Human Language Technologies,$74K-$124K ,3.7,Raytheon,MD,"Cambridge, MD","Waltham, MA",10000+,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Unknown,0,0,74,124,99,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
647,"Manager, Safety Scientist, Medical Safety & Risk Management",$68K-$125K ,3.8,Agios Pharmaceuticals,MA,"Cambridge, MA","Cambridge, MA",501 - 1000,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),Unknown,0,0,68,125,96.5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data scientist project manager,na,na
648,"Assistant Director/Director, Office of Data Science",$39K-$67K ,3.3,Liberty Mutual Insurance,MA,"Boston, MA","Boston, MA",10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,39,67,53,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
